Level1,Level2,Level3,Level4,Level5,Level6,name_en,name_fi,name_en_us,position
Vehicles & Machinery,,,,,,Vehicles & Machinery,Vehicles & Machinery,Vehicles & Machinery,1
Real Estate,,,,,,Real Estate,Real Estate,Real Estate,2
Jobs,,,,,,Jobs,Jobs,Jobs,3
Market,,,,,,Market,Market,Market,4
Services,,,,,,Services,Services,Services,5
Vehicles & Machinery,Cars,,,,,Cars,Cars,Cars,6
Vehicles & Machinery,Vans,,,,,Vans,Vans,Vans,7
Vehicles & Machinery,Motorcycles,,,,,Motorcycles,Motorcycles,Motorcycles,8
Vehicles & Machinery,Motorcycles,Chopper & Cruiser,,,,Chopper & Cruiser,Chopper & Cruiser,Chopper & Cruiser,9
Vehicles & Machinery,Motorcycles,Combination & Sidecar,,,,Combination & Sidecar,Combination & Sidecar,Combination & Sidecar,10
Vehicles & Machinery,Motorcycles,Dirt Bike,,,,Dirt Bike,Dirt Bike,Dirt Bike,11
Vehicles & Machinery,Motorcycles,Lightweight Motorcycle & Motorbike,,,,Lightweight Motorcycle & Motorbike,Lightweight Motorcycle & Motorbike,Lightweight Motorcycle & Motorbike,12
Vehicles & Machinery,Motorcycles,Motorcycle,,,,Motorcycle,Motorcycle,Motorcycle,13
Vehicles & Machinery,Motorcycles,Pocketbike,,,,Pocketbike,Pocketbike,Pocketbike,14
Vehicles & Machinery,Motorcycles,Quad,,,,Quad,Quad,Quad,15
Vehicles & Machinery,Motorcycles,Racing,,,,Racing,Racing,Racing,16
Vehicles & Machinery,Motorcycles,Rally/Cross,,,,Rally/Cross,Rally/Cross,Rally/Cross,17
Vehicles & Machinery,Mobile homes,,,,,Mobile homes,Mobile homes,Mobile homes,18
Vehicles & Machinery,Mobile homes,Alcoves,,,,Alcoves,Alcoves,Alcoves,19
Vehicles & Machinery,Mobile homes,Caravan,,,,Caravan,Caravan,Caravan,20
Vehicles & Machinery,Mobile homes,Mobile home,,,,Mobile home,Mobile home,Mobile home,21
Vehicles & Machinery,Mobile homes,Motor home,,,,Motor home,Motor home,Motor home,22
Vehicles & Machinery,Mobile homes,Cabin,,,,Cabin,Cabin,Cabin,23
Vehicles & Machinery,Mobile homes,Van,,,,Van,Van,Van,24
Vehicles & Machinery,Trucks & Buses,,,,,Trucks & Buses,Trucks & Buses,Trucks & Buses,25
Vehicles & Machinery,Trucks & Buses,Trucks,,,,Trucks,Trucks,Trucks,26
Vehicles & Machinery,Trucks & Buses,Trucks over 7.5t,,,,Trucks over 7.5t,Trucks over 7.5t,Trucks over 7.5t,27
Vehicles & Machinery,Trucks & Buses,Trailers & Semitrailer,,,,Trailers & Semitrailer,Trailers & Semitrailer,Trailers & Semitrailer,28
Vehicles & Machinery,Trucks & Buses,Buses / Coaches,,,,Buses / Coaches,Buses / Coaches,Buses / Coaches,29
Vehicles & Machinery,"Boats, Yachts & aquatic vehicles",,,,,"Boats, Yachts & aquatic vehicles","Boats, Yachts & aquatic vehicles","Boats, Yachts & aquatic vehicles",30
Vehicles & Machinery,Machinery & plants,,,,,Machinery & plants,Machinery & plants,Machinery & plants,31
Vehicles & Machinery,Machinery & plants,Farming equipment,,,,Farming equipment,Farming equipment,Farming equipment,32
Vehicles & Machinery,Machinery & plants,Forest equipment,,,,Forest equipment,Forest equipment,Forest equipment,33
Vehicles & Machinery,Machinery & plants,Construction equipment,,,,Construction equipment,Construction equipment,Construction equipment,34
Vehicles & Machinery,Machinery & plants,Material handling,,,,Material handling,Material handling,Material handling,35
Vehicles & Machinery,Machinery & plants,Grounds care,,,,Grounds care,Grounds care,Grounds care,36
Vehicles & Machinery,Machinery & plants,"Plants, Plants equipment & parts",,,,"Plants, Plants equipment & parts","Plants, Plants equipment & parts","Plants, Plants equipment & parts",37
Vehicles & Machinery,Machinery & plants,"Plants, Plants equipment & parts",Entire plant,,,Entire plant,Entire plant,Entire plant,38
Vehicles & Machinery,Machinery & plants,"Plants, Plants equipment & parts",Plants equipment & parts,,,Plants equipment & parts,Plants equipment & parts,Plants equipment & parts,39
Real Estate,Residential,,,,,Residential,Residential,Residential,40
Real Estate,Residential,Flats / Apartments,,,,Flats / Apartments,Flats / Apartments,Flats / Apartments,41
Real Estate,Residential,House,,,,House,House,House,42
Real Estate,Residential,House,Detached house,,,Detached house,Detached house,Detached house,43
Real Estate,Residential,House,Semi-detached house,,,Semi-detached house,Semi-detached house,Semi-detached house,44
Real Estate,Residential,House,Bungalow,,,Bungalow,Bungalow,Bungalow,45
Real Estate,Residential,Condo,,,,Condo,Condo,Condo,46
Real Estate,Residential,Townhouse,,,,Townhouse,Townhouse,Townhouse,47
Real Estate,Residential,Villa,,,,Villa,Villa,Villa,48
Real Estate,Residential,Cottage,,,,Cottage,Cottage,Cottage,49
Real Estate,Residential,Land and Forests,,,,Land and Forests,Land and Forests,Land and Forests,50
Real Estate,Residential,Garages or parking spots,,,,Garages or parking spots,Garages or parking spots,Garages or parking spots,51
Real Estate,Commerical,,,,,Commerical,Commerical,Commerical,52
Real Estate,Commerical,Office space,,,,Office space,Office space,Office space,53
Real Estate,Commerical,Exhibit space,,,,Exhibit space,Exhibit space,Exhibit space,54
Real Estate,Commerical,Restaurant & commercial properties,,,,Restaurant & commercial properties,Restaurant & commercial properties,Restaurant & commercial properties,55
Real Estate,Commerical,Storage,,,,Storage,Storage,Storage,56
Real Estate,Land or plots,,,,,Land or plots,Land or plots,Land or plots,57
Jobs,Accounting,,,,,Accounting,Accounting,Accounting,58
Jobs,Accounting,Account management,,,,Account management,Account management,Account management,59
Jobs,Accounting,Analysis & Reporting,,,,Analysis & Reporting,Analysis & Reporting,Analysis & Reporting,60
Jobs,Accounting,Assistant accountants,,,,Assistant accountants,Assistant accountants,Assistant accountants,61
Jobs,Accounting,Audits,,,,Audits,Audits,Audits,62
Jobs,Accounting,Bookkeeping & Small practice accounting,,,,Bookkeeping & Small practice accounting,Bookkeeping & Small practice accounting,Bookkeeping & Small practice accounting,63
Jobs,Accounting,Business services & Corporate advisory,,,,Business services & Corporate advisory,Business services & Corporate advisory,Business services & Corporate advisory,64
Jobs,Accounting,Company secretaries,,,,Company secretaries,Company secretaries,Company secretaries,65
Jobs,Accounting,Compliance & Risk,,,,Compliance & Risk,Compliance & Risk,Compliance & Risk,66
Jobs,Accounting,Cost accounting,,,,Cost accounting,Cost accounting,Cost accounting,67
Jobs,Accounting,Financial accounting & Reporting,,,,Financial accounting & Reporting,Financial accounting & Reporting,Financial accounting & Reporting,68
Jobs,Accounting,Financial managers & Controllers,,,,Financial managers & Controllers,Financial managers & Controllers,Financial managers & Controllers,69
Jobs,Accounting,Forensic accounting & Investigation,,,,Forensic accounting & Investigation,Forensic accounting & Investigation,Forensic accounting & Investigation,70
Jobs,Accounting,Insolvency & Corporate recovery,,,,Insolvency & Corporate recovery,Insolvency & Corporate recovery,Insolvency & Corporate recovery,71
Jobs,Accounting,Inventory & Fixed assets,,,,Inventory & Fixed assets,Inventory & Fixed assets,Inventory & Fixed assets,72
Jobs,Accounting,Management,,,,Management,Management,Management,73
Jobs,Accounting,Payroll,,,,Payroll,Payroll,Payroll,74
Jobs,Accounting,Strategy & Planning,,,,Strategy & Planning,Strategy & Planning,Strategy & Planning,75
Jobs,Accounting,Systems accounting & IT audit,,,,Systems accounting & IT audit,Systems accounting & IT audit,Systems accounting & IT audit,76
Jobs,Accounting,Taxation,,,,Taxation,Taxation,Taxation,77
Jobs,Accounting,Treasury,,,,Treasury,Treasury,Treasury,78
Jobs,Accounting,Other,,,,Other,Other,Other,79
Jobs,Administration & Office Support,,,,,Administration & Office Support,Administration & Office Support,Administration & Office Support,80
Jobs,Administration & Office Support,Administrative assistants,,,,Administrative assistants,Administrative assistants,Administrative assistants,81
Jobs,Administration & Office Support,Client & Sales administration,,,,Client & Sales administration,Client & Sales administration,Client & Sales administration,82
Jobs,Administration & Office Support,Contracts administration,,,,Contracts administration,Contracts administration,Contracts administration,83
Jobs,Administration & Office Support,Data entry & Word processing,,,,Data entry & Word processing,Data entry & Word processing,Data entry & Word processing,84
Jobs,Administration & Office Support,Office management,,,,Office management,Office management,Office management,85
Jobs,Administration & Office Support,"Personal assitant, Team assistant & Secretarial",,,,"Personal assitant, Team assistant & Secretarial","Personal assitant, Team assistant & Secretarial","Personal assitant, Team assistant & Secretarial",86
Jobs,Administration & Office Support,Receptionists,,,,Receptionists,Receptionists,Receptionists,87
Jobs,Administration & Office Support,Records & Document management ,,,,Records & Document management ,Records & Document management ,Records & Document management ,88
Jobs,Administration & Office Support,Other,,,,Other,Other,Other,89
Jobs,"Advertising, Arts & Media",,,,,"Advertising, Arts & Media","Advertising, Arts & Media","Advertising, Arts & Media",90
Jobs,"Advertising, Arts & Media",Account management,,,,Account management,Account management,Account management,91
Jobs,"Advertising, Arts & Media",Art direction,,,,Art direction,Art direction,Art direction,92
Jobs,"Advertising, Arts & Media",Editing & Publishing,,,,Editing & Publishing,Editing & Publishing,Editing & Publishing,93
Jobs,"Advertising, Arts & Media",Event management,,,,Event management,Event management,Event management,94
Jobs,"Advertising, Arts & Media",Journalism & writing,,,,Journalism & writing,Journalism & writing,Journalism & writing,95
Jobs,"Advertising, Arts & Media",Management,,,,Management,Management,Management,96
Jobs,"Advertising, Arts & Media","Media strategy, planning & buying",,,,"Media strategy, planning & buying","Media strategy, planning & buying","Media strategy, planning & buying",97
Jobs,"Advertising, Arts & Media",Performing arts,,,,Performing arts,Performing arts,Performing arts,98
Jobs,"Advertising, Arts & Media",Photography,,,,Photography,Photography,Photography,99
Jobs,"Advertising, Arts & Media",Programming & Production,,,,Programming & Production,Programming & Production,Programming & Production,100
Jobs,"Advertising, Arts & Media",Promotions,,,,Promotions,Promotions,Promotions,101
Jobs,"Advertising, Arts & Media",Other,,,,Other,Other,Other,102
Jobs,Banking & Financial Services,,,,,Banking & Financial Services,Banking & Financial Services,Banking & Financial Services,103
Jobs,Banking & Financial Services,Account management,,,,Account management,Account management,Account management,104
Jobs,Banking & Financial Services,Analysis & Reporting,,,,Analysis & Reporting,Analysis & Reporting,Analysis & Reporting,105
Jobs,Banking & Financial Services,Business banking,,,,Business banking,Business banking,Business banking,106
Jobs,Banking & Financial Services,Corporate & Institutional banking,,,,Corporate & Institutional banking,Corporate & Institutional banking,Corporate & Institutional banking,107
Jobs,Banking & Financial Services,Retail/branch banking,,,,Retail/branch banking,Retail/branch banking,Retail/branch banking,108
Jobs,Banking & Financial Services,Client services,,,,Client services,Client services,Client services,109
Jobs,Banking & Financial Services,Compliance & risk,,,,Compliance & risk,Compliance & risk,Compliance & risk,110
Jobs,Banking & Financial Services,Corporate finance & Investment banking,,,,Corporate finance & Investment banking,Corporate finance & Investment banking,Corporate finance & Investment banking,111
Jobs,Banking & Financial Services,Credit,,,,Credit,Credit,Credit,112
Jobs,Banking & Financial Services,Financial planning,,,,Financial planning,Financial planning,Financial planning,113
Jobs,Banking & Financial Services,Funds management,,,,Funds management,Funds management,Funds management,114
Jobs,Banking & Financial Services,Management,,,,Management,Management,Management,115
Jobs,Banking & Financial Services,Mortgages,,,,Mortgages,Mortgages,Mortgages,116
Jobs,Banking & Financial Services,Settlements,,,,Settlements,Settlements,Settlements,117
Jobs,Banking & Financial Services,Stockbroking & Trading,,,,Stockbroking & Trading,Stockbroking & Trading,Stockbroking & Trading,118
Jobs,Banking & Financial Services,Treasury,,,,Treasury,Treasury,Treasury,119
Jobs,Banking & Financial Services,Other,,,,Other,Other,Other,120
Jobs,Customer Service & Call Centre,,,,,Customer Service & Call Centre,Customer Service & Call Centre,Customer Service & Call Centre,121
Jobs,Customer Service & Call Centre,Collections,,,,Collections,Collections,Collections,122
Jobs,Customer Service & Call Centre,Customer Service ,,,,Customer Service ,Customer Service ,Customer Service ,123
Jobs,Customer Service & Call Centre,Management & Support,,,,Management & Support,Management & Support,Management & Support,124
Jobs,Customer Service & Call Centre,Sales,,,,Sales,Sales,Sales,125
Jobs,Customer Service & Call Centre,Supervisors or Team leaders,,,,Supervisors or Team leaders,Supervisors or Team leaders,Supervisors or Team leaders,126
Jobs,Customer Service & Call Centre,Other,,,,Other,Other,Other,127
Jobs,C-Level & General Management,,,,,C-Level & General Management,C-Level & General Management,C-Level & General Management,128
Jobs,C-Level & General Management,Board Appointments,,,,Board Appointments,Board Appointments,Board Appointments,129
Jobs,C-Level & General Management,CEO,,,,CEO,CEO,CEO,130
Jobs,C-Level & General Management,COO & MD,,,,COO & MD,COO & MD,COO & MD,131
Jobs,C-Level & General Management,CFO,,,,CFO,CFO,CFO,132
Jobs,C-Level & General Management,CIO,,,,CIO,CIO,CIO,133
Jobs,C-Level & General Management,CBO,,,,CBO,CBO,CBO,134
Jobs,C-Level & General Management,CMO,,,,CMO,CMO,CMO,135
Jobs,C-Level & General Management,General/Business Unit Manager,,,,General/Business Unit Manager,General/Business Unit Manager,General/Business Unit Manager,136
Jobs,C-Level & General Management,Other,,,,Other,Other,Other,137
Jobs,Community Services & Development,,,,,Community Services & Development,Community Services & Development,Community Services & Development,138
Jobs,Community Services & Development,Aged & Disability care,,,,Aged & Disability care,Aged & Disability care,Aged & Disability care,139
Jobs,Community Services & Development,"Child welfare, youth & Family services",,,,"Child welfare, youth & Family services","Child welfare, youth & Family services","Child welfare, youth & Family services",140
Jobs,Community Services & Development,Community development,,,,Community development,Community development,Community development,141
Jobs,Community Services & Development,Employment services,,,,Employment services,Employment services,Employment services,142
Jobs,Community Services & Development,Fundraising,,,,Fundraising,Fundraising,Fundraising,143
Jobs,Community Services & Development,Housing & Homelessness services,,,,Housing & Homelessness services,Housing & Homelessness services,Housing & Homelessness services,144
Jobs,Community Services & Development,Cultural services,,,,Cultural services,Cultural services,Cultural services,145
Jobs,Community Services & Development,Management,,,,Management,Management,Management,146
Jobs,Community Services & Development,Volunteer work,,,,Volunteer work,Volunteer work,Volunteer work,147
Jobs,Community Services & Development,Other,,,,Other,Other,Other,148
Jobs,Construction,,,,,Construction,Construction,Construction,149
Jobs,Construction,Builder,,,,Builder,Builder,Builder,150
Jobs,Construction,Contract management,,,,Contract management,Contract management,Contract management,151
Jobs,Construction,Estimation,,,,Estimation,Estimation,Estimation,152
Jobs,Construction,Foreperson/Supervisors,,,,Foreperson/Supervisors,Foreperson/Supervisors,Foreperson/Supervisors,153
Jobs,Construction,Management,,,,Management,Management,Management,154
Jobs,Construction,Planning & Scheduling,,,,Planning & Scheduling,Planning & Scheduling,Planning & Scheduling,155
Jobs,Construction,Plant & Machinery operators,,,,Plant & Machinery operators,Plant & Machinery operators,Plant & Machinery operators,156
Jobs,Construction,Project management,,,,Project management,Project management,Project management,157
Jobs,Construction,Quality assurance & Control,,,,Quality assurance & Control,Quality assurance & Control,Quality assurance & Control,158
Jobs,Construction,Safety & Health,,,,Safety & Health,Safety & Health,Safety & Health,159
Jobs,Construction,Surveying,,,,Surveying,Surveying,Surveying,160
Jobs,Construction,Other,,,,Other,Other,Other,161
Jobs,Consulting & Strategy,,,,,Consulting & Strategy,Consulting & Strategy,Consulting & Strategy,162
Jobs,Consulting & Strategy,Analytics,,,,Analytics,Analytics,Analytics,163
Jobs,Consulting & Strategy,Business development,,,,Business development,Business development,Business development,164
Jobs,Consulting & Strategy,Environment & Sustainability consulting,,,,Environment & Sustainability consulting,Environment & Sustainability consulting,Environment & Sustainability consulting,165
Jobs,Consulting & Strategy,Change management & Consulting,,,,Change management & Consulting,Change management & Consulting,Change management & Consulting,166
Jobs,Consulting & Strategy,HR optimsation,,,,HR optimsation,HR optimsation,HR optimsation,167
Jobs,Consulting & Strategy,Policy develoment & mangement,,,,Policy develoment & mangement,Policy develoment & mangement,Policy develoment & mangement,168
Jobs,Consulting & Strategy,Strategy & Planning,,,,Strategy & Planning,Strategy & Planning,Strategy & Planning,169
Jobs,Consulting & Strategy,Project management,,,,Project management,Project management,Project management,170
Jobs,Consulting & Strategy,Other,,,,Other,Other,Other,171
Jobs,Design & Architecture,,,,,Design & Architecture,Design & Architecture,Design & Architecture,172
Jobs,Design & Architecture,Animation & Visualisation,,,,Animation & Visualisation,Animation & Visualisation,Animation & Visualisation,173
Jobs,Design & Architecture,Architectural visualisation,,,,Architectural visualisation,Architectural visualisation,Architectural visualisation,174
Jobs,Design & Architecture,Architecture,,,,Architecture,Architecture,Architecture,175
Jobs,Design & Architecture,Fashion & Textile design,,,,Fashion & Textile design,Fashion & Textile design,Fashion & Textile design,176
Jobs,Design & Architecture,Graphic design,,,,Graphic design,Graphic design,Graphic design,177
Jobs,Design & Architecture,Industrial design,,,,Industrial design,Industrial design,Industrial design,178
Jobs,Design & Architecture,Interior design,,,,Interior design,Interior design,Interior design,179
Jobs,Design & Architecture,Landscape architecture,,,,Landscape architecture,Landscape architecture,Landscape architecture,180
Jobs,Design & Architecture,Urban design & Planning,,,,Urban design & Planning,Urban design & Planning,Urban design & Planning,181
Jobs,Design & Architecture,Web & Interaction design,,,,Web & Interaction design,Web & Interaction design,Web & Interaction design,182
Jobs,Design & Architecture,Other,,,,Other,Other,Other,183
Jobs,Education & Training,,,,,Education & Training,Education & Training,Education & Training,184
Jobs,Education & Training,Childcare & Outside school hours care,,,,Childcare & Outside school hours care,Childcare & Outside school hours care,Childcare & Outside school hours care,185
Jobs,Education & Training,Library services & Information management,,,,Library services & Information management,Library services & Information management,Library services & Information management,186
Jobs,Education & Training,Management  of schools  or universities,,,,Management  of schools  or universities,Management  of schools  or universities,Management  of schools  or universities,187
Jobs,Education & Training,Management - Vocational,,,,Management - Vocational,Management - Vocational,Management - Vocational,188
Jobs,Education & Training,Research & Fellowships,,,,Research & Fellowships,Research & Fellowships,Research & Fellowships,189
Jobs,Education & Training,Student services,,,,Student services,Student services,Student services,190
Jobs,Education & Training,Teaching,,,,Teaching,Teaching,Teaching,191
Jobs,Education & Training,Teaching,Infant,,,Infant,Infant,Infant,192
Jobs,Education & Training,Teaching,Primary,,,Primary,Primary,Primary,193
Jobs,Education & Training,Teaching,Secondary,,,Secondary,Secondary,Secondary,194
Jobs,Education & Training,Teaching,Tertiary,,,Tertiary,Tertiary,Tertiary,195
Jobs,Education & Training,Teaching,Vocational,,,Vocational,Vocational,Vocational,196
Jobs,Education & Training,Teaching,Teaching aides & Special needs,,,Teaching aides & Special needs,Teaching aides & Special needs,Teaching aides & Special needs,197
Jobs,Education & Training,Tutoring,,,,Tutoring,Tutoring,Tutoring,198
Jobs,Education & Training,Workplace training,,,,Workplace training,Workplace training,Workplace training,199
Jobs,Education & Training,Other,,,,Other,Other,Other,200
Jobs,Engineering,,,,,Engineering,Engineering,Engineering,201
Jobs,Engineering,Aerospace engineering,,,,Aerospace engineering,Aerospace engineering,Aerospace engineering,202
Jobs,Engineering,Automotive engineering,,,,Automotive engineering,Automotive engineering,Automotive engineering,203
Jobs,Engineering,Building services engineering,,,,Building services engineering,Building services engineering,Building services engineering,204
Jobs,Engineering,Chemical engineering,,,,Chemical engineering,Chemical engineering,Chemical engineering,205
Jobs,Engineering,Civil or structural engineering,,,,Civil or structural engineering,Civil or structural engineering,Civil or structural engineering,206
Jobs,Engineering,Electronic or Electrical engineering,,,,Electronic or Electrical engineering,Electronic or Electrical engineering,Electronic or Electrical engineering,207
Jobs,Engineering,Engineering drafting,,,,Engineering drafting,Engineering drafting,Engineering drafting,208
Jobs,Engineering,Environmental engineering,,,,Environmental engineering,Environmental engineering,Environmental engineering,209
Jobs,Engineering,Field engineering,,,,Field engineering,Field engineering,Field engineering,210
Jobs,Engineering,Industrial engineering,,,,Industrial engineering,Industrial engineering,Industrial engineering,211
Jobs,Engineering,Maintenance,,,,Maintenance,Maintenance,Maintenance,212
Jobs,Engineering,Management,,,,Management,Management,Management,213
Jobs,Engineering,Materials handling engineering,,,,Materials handling engineering,Materials handling engineering,Materials handling engineering,214
Jobs,Engineering,Mechanical engineering,,,,Mechanical engineering,Mechanical engineering,Mechanical engineering,215
Jobs,Engineering,Process engineering,,,,Process engineering,Process engineering,Process engineering,216
Jobs,Engineering,Project engineering,,,,Project engineering,Project engineering,Project engineering,217
Jobs,Engineering,Project management,,,,Project management,Project management,Project management,218
Jobs,Engineering,Supervisors,,,,Supervisors,Supervisors,Supervisors,219
Jobs,Engineering,Systems engineering,,,,Systems engineering,Systems engineering,Systems engineering,220
Jobs,Engineering,Water & Waste engineering,,,,Water & Waste engineering,Water & Waste engineering,Water & Waste engineering,221
Jobs,Engineering,Other,,,,Other,Other,Other,222
Jobs,"Farming, Animals & Conservation",,,,,"Farming, Animals & Conservation","Farming, Animals & Conservation","Farming, Animals & Conservation",223
Jobs,"Farming, Animals & Conservation",Agronomy & Agricultural services,,,,Agronomy & Agricultural services,Agronomy & Agricultural services,Agronomy & Agricultural services,224
Jobs,"Farming, Animals & Conservation",Animal welfare,,,,Animal welfare,Animal welfare,Animal welfare,225
Jobs,"Farming, Animals & Conservation",Agricultural labour,,,,Agricultural labour,Agricultural labour,Agricultural labour,226
Jobs,"Farming, Animals & Conservation",Aquafarming &fishing ,,,,Aquafarming &fishing ,Aquafarming &fishing ,Aquafarming &fishing ,227
Jobs,"Farming, Animals & Conservation",Farm management,,,,Farm management,Farm management,Farm management,228
Jobs,"Farming, Animals & Conservation",Garden cultivation,,,,Garden cultivation,Garden cultivation,Garden cultivation,229
Jobs,"Farming, Animals & Conservation",Parks & wildlife  conservation ,,,,Parks & wildlife  conservation ,Parks & wildlife  conservation ,Parks & wildlife  conservation ,230
Jobs,"Farming, Animals & Conservation",Winery,,,,Winery,Winery,Winery,231
Jobs,"Farming, Animals & Conservation",Other,,,,Other,Other,Other,232
Jobs,Government & Defence,,,,,Government & Defence,Government & Defence,Government & Defence,233
Jobs,Government & Defence,Administrational goverment,,,,Administrational goverment,Administrational goverment,Administrational goverment,234
Jobs,Government & Defence,Administrational goverment,Local,,,Local,Local,Local,235
Jobs,Government & Defence,Administrational goverment,Federal,,,Federal,Federal,Federal,236
Jobs,Government & Defence,Administrational goverment,State,,,State,State,State,237
Jobs,Government & Defence,"Policy, Planning & Regulation",,,,"Policy, Planning & Regulation","Policy, Planning & Regulation","Policy, Planning & Regulation",238
Jobs,Government & Defence,Defence,,,,Defence,Defence,Defence,239
Jobs,Government & Defence,Defence,Air Force,,,Air Force,Air Force,Air Force,240
Jobs,Government & Defence,Defence,Army,,,Army,Army,Army,241
Jobs,Government & Defence,Defence,Navy,,,Navy,Navy,Navy,242
Jobs,Government & Defence,Emergency Services,,,,Emergency Services,Emergency Services,Emergency Services,243
Jobs,Government & Defence,Incarceration,,,,Incarceration,Incarceration,Incarceration,244
